ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
-0.8,25.43,-3.06,0.29,0.3,0.31,1401.27,7.02,745.95,9.97,0.73,-23.4,-31.97,6.59,103.13,8.67,0.16,2.97,28.43,61.45,0.04,-1.44,0.16,0.23,0.23,0.24,1417.95,5.55,861.43,10.67,0.78,-27.44,-35.4,5.76,102.82,8.21,0.13,1.51,22.23,52.74,0
-104.54,-1117.23,,1.17,1.2,1.2,,,,,0.91,9.69,10.69,-104.54,90.64,-115.34,,0.0,,0.0,7.12,52.94,21.6,0.82,0.84,0.84,1107.96,17.64,874.26,,0.85,6.32,7.44,7.12,86.56,8.38,,0.0,0.0,0.0,0
10.16,30.2,24.93,0.87,1.09,3.61,893.56,28.86,149.98,384.15,0.56,1.67,2.97,31.39,66.37,37.49,1.86,0.0,52.12,265.15,0.22,0.67,0.52,0.88,0.99,3.4,877.47,15.8,163.24,398.34,0.59,1.83,3.09,21.5,67.59,18.94,1.82,0.0,51.15,258.18,0
4.88,7.51,5.83,1.08,1.97,6.49,434.47,23.95,26.86,123.07,0.33,0.5,1.54,13.59,35.01,52.45,1.51,3.11,10.4,48.44,3.21,4.49,3.81,0.57,0.75,2.38,433.34,13.1,69.94,115.01,0.26,0.37,1.4,12.18,28.48,62.06,1.34,2.6,10.65,57.51,0
-1.4,-2.3,-1.94,1.07,1.65,2.28,505.24,112.34,194.68,124.81,0.39,0.64,1.64,9.85,38.96,2.74,5.51,0.0,15.62,-84.75,23.1,39.4,29.76,1.6,1.9,2.27,470.25,56.67,191.94,72.46,0.41,0.71,1.71,32.92,41.38,62.62,9.78,0.0,12.66,51.84,0
9.78,37.38,1.65,0.52,1.18,1.18,61.24,29.5,44.57,0.02,0.74,2.82,3.82,10.57,73.84,13.88,2.08,0.0,0.13,4.74,10.25,31.4,1.85,0.31,1.02,1.04,65.9,30.78,43.68,1.19,0.67,2.06,3.06,13.12,67.37,16.24,1.12,0.0,0.52,15.98,0
0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0
-2.2,-3.15,,0.12,0.26,0.71,,,,,0.3,0.43,1.43,-2.2,30.07,-7.32,0.82,0.0,,0.0,0.11,0.16,0.87,0.1,0.6,0.6,2919.62,311.27,624.09,0.0,0.31,0.45,1.45,0.11,31.0,0.35,0.79,0.0,0.0,0.0,0
7.84,8.58,4.74,1.56,7.71,8.89,220.12,92.0,14.97,17.88,0.09,0.1,1.1,44.59,8.68,154.6,2.36,0.0,22.22,71.18,0.01,0.01,0.01,0.15,4.51,4.88,324.81,137.51,31.5,11.74,0.12,0.14,1.14,41.76,12.2,56.68,1.7,0.0,37.15,93.11,0
8.54,15.57,54.05,0.75,1.43,1.52,2303.37,624.92,919.09,83.68,0.45,0.82,1.82,8.54,45.12,23.36,1.42,0.0,0.0,0.0,0.98,2.51,29.08,0.18,1.18,1.35,10841.09,5962.42,5998.68,1018.93,0.59,1.52,2.56,0.98,60.98,5.93,1.61,0.0,0.0,0.0,0
