ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
1.45,20.71,21.08,1.0,1.08,1.08,5276.75,363.68,4846.37,,0.93,13.25,14.25,6.27,92.98,1.56,,0.0,69.84,71.15,0
2.28,21.57,,0.07,1.15,1.15,154.13,126.05,116.87,,0.89,8.47,9.47,31.67,89.44,7.31,1.83,6.92,9.16,60.65,0
6.06,8.88,11.73,1.85,2.82,2.83,704.59,211.14,217.8,0.23,0.32,0.46,1.46,12.79,31.74,28.07,5.9,0.0,9.34,26.89,0
21.63,23.06,5.05,6.62,16.18,16.18,84.95,49.66,5.19,,6.18,6.59,1.07,21.63,6.18,350.0,,0.0,0.0,0.0,0
0.1,1.41,0.08,0.0,1.04,1.04,293.31,241.19,233.3,,0.93,13.55,14.55,33.58,93.13,7.86,1.18,0.0,26.98,76.45,0
19.54,85.78,68.66,0.69,0.78,0.78,1279.07,94.58,976.89,,77.22,339.04,4.39,19.54,77.22,28.31,0.58,0.0,0.0,0.0,0
0.46,0.87,,-0.23,0.89,0.92,167.26,65.99,59.03,1.69,0.47,0.89,1.89,45.79,47.07,28.28,0.96,5.98,15.48,54.89,0
-1.95,-2.97,-5.81,1.36,2.92,2.92,1083.98,571.64,366.85,,0.34,0.52,1.52,3.03,34.32,-5.68,,0.02,14.82,89.11,0
31.56,73.67,7.5,1.33,1.53,1.54,86.47,9.85,47.65,0.14,0.57,1.33,2.33,43.81,57.16,112.58,5.36,0.0,2.14,11.63,0
17.93,-18.92,1.91,0.31,0.31,0.52,38.7,0.45,73.33,15.22,1.95,-2.06,-1.06,54.57,194.77,9.21,,0.0,3.9,42.66,0
0.37,23.55,,0.01,0.02,0.02,6505.38,46.15,6332.15,,0.98,62.23,63.23,0.37,98.42,4.93,0.02,0.0,0.0,0.0,0
2.99,3.38,3.39,2.29,2.7,2.7,412.86,11.29,27.58,,11.66,13.2,1.13,2.99,11.66,165.85,1.08,0.0,0.0,0.0,0
-0.08,-0.14,,0.02,0.33,0.33,989.27,123.33,390.17,,0.43,0.77,1.76,5.76,43.4,11.83,0.69,2.53,11.77,34.57,0
16.37,36.75,20.51,8.17,9.19,9.19,456.16,50.35,49.08,,0.55,1.25,2.25,68.55,55.47,29.51,,0.0,65.39,71.14,0
1.66,8.71,,0.59,1.03,1.03,188.22,60.17,96.78,,0.81,4.26,5.26,33.86,80.99,8.75,1.04,27.07,11.57,49.93,0
12.73,17.47,6.19,0.1,3.44,4.04,176.89,93.76,31.98,19.39,0.27,0.37,1.37,63.81,27.1,67.89,3.01,0.0,17.93,48.69,0
-172.41,102.45,-50.69,0.01,0.05,0.33,107.02,12.21,283.73,77.13,268.08,-159.3,-0.59,-168.5,268.08,-63.21,-13.53,0.0,0.9,-1.88,0
21.53,33.79,12.02,0.07,2.83,2.83,203.29,196.34,71.03,,0.36,0.57,1.57,44.44,36.29,59.32,,0.0,12.79,42.88,0
11.63,19.17,7.56,3.57,4.97,5.29,236.7,52.73,37.59,12.07,0.39,0.64,1.65,15.38,38.96,30.67,5.6,22.91,1.8,13.25,0
0.74,1.46,0.81,0.0,0.8,1.42,398.78,90.92,145.34,115.69,49.14,96.61,1.97,1.44,49.14,5.55,2.08,10.58,0.23,-10.38,0
3.4,7.55,,0.6,0.63,0.64,241.01,4.35,128.89,1.41,0.55,1.22,2.22,114.92,54.96,6.19,0.7,0.0,54.91,77.27,0
2.91,27.11,0.68,0.76,1.04,1.04,84.55,20.73,74.63,,0.89,8.31,9.31,2.91,89.25,6.47,1.55,0.0,0.0,0.0,0
3.41,14.87,,0.22,1.49,8.88,211.42,29.76,23.54,174.09,0.77,3.36,4.36,12.32,77.08,4.42,,34.49,3.87,41.88,0
