feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,target
1.671744328338626,-2.5157368690598876,-0.7696561338210395,-0.15519527341971995,2.192569166414024,0.32751881180194276,-1.1712425589189928,-1.8286919314119479,1.0963442201928049,4.077563144107914,0.7093197199784118,3.6508438803546106,1.791322195261901,3.7130176781932547,1.2955493779542837,2.6467360565639892,0.14619196725459185,0.4808339401683428,0.9127779513947372,-0.2512145629125866,0
4.0581740040559335,-8.126468063243665,-0.33771361084433765,1.0960114201254927,-2.751593430433286,0.09777231737765035,-2.757409438573412,-1.6991559295489491,-3.659188299418678,-0.5510026213505245,1.0109424990645692,1.3594660620603283,-1.5692046446924128,1.431043919188327,5.331930304652383,5.589230970573019,-3.228392260575188,3.8613322963456804,1.1088515517982707,2.9905973976092204,0
3.235321893934331,0.02256560083546251,-1.5176728311966083,-2.5245172326695355,1.1511140595764613,-2.126779843943029,-7.4281965566645125,1.3668051754044541,-0.40241125614216555,0.21662497391544974,1.6405262052656282,3.1476564440941277,-2.764305233422929,4.106117468581393,0.6534024206891232,1.792797790981333,-0.05409986863288789,3.1917209251916,-0.8910301767871014,2.296460060478295,0
1.7494051070233774,4.917061667778329,-5.399250780635236,4.434190240793637,-5.814810225280731,-3.0275062782341537,6.025781626742536,1.2141264862974674,0.31493190339171984,-3.9613646115783925,1.3225274128238769,-3.0163269075563193,-2.1125066521954774,3.373930617739865,-4.579822040464652,-3.8208206645407734,-1.1376443498520654,-0.7948020305645678,-2.9620367730604586,0.04262505208577405,0
-0.522057334877471,2.2182492568760646,0.4772976925970804,5.211553801857373,-6.799119055436555,-3.3579767804092615,9.104038493261186,0.33653383671929993,1.661282194385329,3.263830551702117,0.03751370224964745,-1.4359061555509742,-4.619526875386054,8.634922877412663,-5.107560585838997,-2.2220404755605623,-2.7139192058901793,-0.7532828688351924,-0.5525136524861352,4.61497641538911,0
4.518818128640286,-5.731012500533065,4.481141088682441,-3.7839298221003093,3.669470715131179,-0.07386320562808968,-2.7525229434769267,-3.769918007218097,-0.16432703757999234,0.9877910351038245,2.835447446801979,1.1286858430830309,0.3093560745009827,-1.2420742081187837,4.037505386902534,5.971711032006884,-3.4024325225020413,3.1008555108280484,-1.7283162805705437,1.5466873067597144,0
8.807739200566843,1.8489813546337508,-1.2713892327424121,-5.224224354761477,1.9323569354913925,-0.9957768231589358,-6.149501435290428,-1.8343362489978308,-1.943594898105406,-2.472071884329896,2.020582985617899,1.4747662427739874,4.619694505543299,-7.128244326805289,1.861646768975267,-2.1154937818129906,-4.809856069223358,-1.4590656279426453,-3.1605247963737755,-2.681605171627128,0
2.443712764269526,-4.996702312783824,-3.0553582640883516,-0.7680545621365766,1.631584115221674,2.5281766640194294,-1.8897546973128747,0.018623276333011307,-0.7123163338595968,-6.921091423787096,2.352985245815492,-0.7388289229827469,2.621932879367533,-0.9969227132296861,1.5016204016573949,1.7304329078865042,0.8118410843089938,2.7035759000922557,-2.9459294809139625,-0.8430559910998212,0
0.47299242663505114,4.115859307800084,-5.210078509453255,2.404600698074319,-1.4981398267036548,-1.2872347726959719,-1.9325435366234982,0.25084935191197943,-1.6512406766248695,1.3626498192721017,-1.1945135562577995,1.21067831842128,-2.178476185891558,0.03879422172300486,2.7226543459569417,-0.13127109025357736,-0.1685499746383559,-0.444496330502149,1.2414132843138124,-1.7851356267917202,1
1.563646043462362,1.9691732429599378,-11.472614677994605,4.743019507704007,0.1011788241039628,0.942897997082803,-1.7369919110311742,1.2352684323989576,-0.9774972145013698,-2.6158639779438535,2.9332510004813983,1.1982037169682458,-2.439297399371059,4.948425641539842,0.7927037391426403,1.0234901378275054,-1.1036395078903563,-1.2055785310008371,-1.4865547642216552,-0.38923927396329416,0
6.9567256136155065,2.961461956196425,-5.913563831145958,0.29894984697643445,0.7369512294994198,-2.166215186101141,-3.943373913657821,-1.8369105860643522,-0.9543905099095007,2.202703635777257,2.7741107930957996,3.3463808710098566,-1.9480874968355535,2.7766808291659473,2.9011734759919214,1.4661871168041816,-5.286716976018115,-0.30010144010996687,-2.341737276853663,0.30236558353005627,0
1.447220327506392,-0.9046885872058488,0.5853575944573469,1.474846849777835,-2.1532504472019762,-1.9158321817061563,1.8158103602670863,-0.865722545345241,-0.07888026617932264,1.7921824454439823,1.210453829894858,0.05636090866121757,-2.590506683309771,3.524679525664755,-0.5798814250040998,1.742328134149341,-2.3163405070418746,0.6029113264475863,-0.006644414650797792,2.506066021405083,0
9.959143111015825,2.430212121219635,-6.597596716293396,2.2662688624263962,-1.5099649007445586,-1.6037430043065752,-0.5133583011047776,-4.348456238827867,-1.6475787561604749,4.915871353251831,1.287432155275313,4.379034020649393,-1.587098015706517,3.2924169315690146,6.766221762780716,0.7306524502714333,-9.56295024196174,-0.17773210593762667,-3.5092893816841495,0.8451817607211802,0
-3.0467903030424455,-0.19169930992336315,-1.0001396559525122,2.8660809332941817,-1.4722563420603436,0.04117542914015604,3.4752436861907436,1.8252973665102465,1.3724983572366636,-1.251264218160802,0.8532112454860699,-1.5768735185075078,-3.3841947822388643,5.514643516140108,-3.0380785635150263,0.10616375927638219,1.236027289412111,0.7462001217872707,-0.739469976056303,2.730504265309719,0
